text,label
@number @number stocks on watchlist higher hope ur listenin @stock @stock @stock @stock @stock @stock @stock @stock @stock @stock i @stock,1
admittedly more a commentary on digital media than just yahoo but here why @stock is set to crash and burn from here,-1
@stock patience always pays off broke out to new highs,1
@stock call volume spike ahead of earnings,1
closed my @stock feb @numberp @numberc @numberc bull here for @number roll to sto feb @number puts @number i ll take the shares the premium or some of both,1
@stock long more going to @number,1
@stock as long as the @numberema holds on a closing basis at @number @number i remain bullish,1
@stock taking some off here @number @number looking for @number @number,1
the big banks decision to focus on existing customers could hurt smaller and minority owned businesses that are le http,-1
@stock from watch list broke out of flag today now also at top line on volume of @number of full day ave,1
bought @stock to open ooks like a new trend,1
@stock orillard option trader buys @numberk puts betting on a @number down move @stock bad earnings omen,-1
@stock looking like a short,-1
@user @user compelling enough for me to join you @number @number @stock filled short at @number @number glad to see you re in as well @number cog,-1
@stock you had a lot of red flags but when the @stock was abruptly fired without a permanent replacement this should have got your attention,-1
@stock deciding what strike to buy into the close for calls @stock has been flagging since yesterday,1
@stock closed my short for @numberk will short ater again till gap will be filled have a nice week end to all @stock,-1
@stock look for shorts to start unwinding their large positions,1
@stock going short in @number cents,-1
@stock over @number @number,1
so many funds use @stock in their names now regulators are looking hard at whether the products live up to their bill http,1
sensex up @number @number points nifty surges @number points to trade above @number @number ahead of finance minister nirmala sitharaman s press conference,1
google will open its own stores by the end of @number @stock bull,1
@stock @user luckin coffee chairman had a half billion dollar margin loan global banks stand to lost @numberm http,-1
man i didnt know about skippy when i made this would have thrown in a jar @stock @stockormel,1
@stock up @number @number solid again,1
@stock strong volume w indicators moving up once @number @number breaks resist to watch @number @number followed by @number @number,1
adio spot w @user today talking @stock leadership why new highs on spy are likely and of course @stock,1
@user @stock people think growth slowing is not true bec this quarter was only @number weeks ook year over year for same quarter,-1
@stock @stock @number @number sod @number @number wi @stock @stock again i wi take @number when they @stock @stock @stock tade this @number times today @stock @stock got @number easy way,1
new post i could have peter ynch d this stock @stock,1
p has pulled back to its trend line and looks to be setting up for another upside move es @number @number,1
@stock exploded in the last hour green bars since @number,1
@user @user @stock @number is the target if no growth maybe but it is @numberb cash bottom @number if no @stock and a div,1
no reason for you to try to get cute and try aapl long stick with trend until it rev holds above @number and @number,-1
@stock we are long call atio back spread @number @number,1
@stock avrg @number @number,1
@stock @number @number is a possibility before market close so much power under the hood,1
@stock added to short position on uptick,-1
@stock cools off but @stock continues upward our take also look for our updated solar market outlook soon,1
sensex nifty resume trading after @number minute halt as coronavirus batters world markets http,-1
@stock sleeping giant one of these day soon booom target @number @number,1
new @stock @stock has disappointing quarter its bear phase esumes,-1
@stock nothing holding up the mountain that green bar eft shoulder that red bar head smallone lol we see red right bar start major short,-1
@stock next stop @number,1
@stock @user more on the fed after this new @number yr low today for apple @number @number could @number @number be next,-1
@stock trying the @number level again @number @number stop here,1
@user another good read keep em coming and thanks @stock,-1
@stock downgraded by @stock @stock,-1
to triggered above @number first target @number @number @number,1
citi reiterates sell on @stock @stock of @number shockingly low support fewer than @number stores sold out most @stock employees not even trained,-1
hot fundamentals off more of technical play more here,1
@stock homes @stockh price targets spy,1
@stock big boys come in buying arge block,1
@stock may make a run to @number,1
@stock love to see momo this next week like previous histogram bars noted,-1
@stock today s p reads very positive would like to see the stock back at highs by month end more results coming @stock @stock,1
@stock better volume today than yesterday,1
@stock odyssey s ecord breaking ecovery to be featured on discovery channel @stock sh premieres february @number @number pmet,1
@stock there goes @stock @stock will follow,1
sensex ends @number @number points lower nifty settles at @number @number as markets drop @number amid coronavirus scare sensex nifty marketupdates,-1
@stock setting up for another push higher still within a larger @numberrd wave with v of @number to come,1
green weekly triangle on @stock sell short at @number @number,-1
@stock oppenheimer reduced price target to @number from @number,1
@stock @user @stock it must be close to the bottom because i m making money on the short side,1
@stock ove this consolidation after the big move up strong support at @number watch out for a move over @number,1
@stock should see a bounce between @number and current price over next few weeks but ultimately heading down to @number,-1
march @stock collection falls to rs @number @number crore amid coronavirus outbreak http,-1
maruti suzuki march sales plunge nearly @number amid coronavirus outbreak http,-1
@stock @stock @stock @stock @stock @stock @stock @number characteristics of a successful trader,1
intel earnings capex mobile matter not @stock i mean is the @stock biz decline news to you @stock @stock @stock @stock @stock,1
@user @stock finishing wave @number of decline i think an error in your calc is incl einhorn s pump dump,1
@stock as i said before it feel like another distribution day,-1
shorts tues most i stalk have @number @number days inside base or bounce after red kicker @stock @stock @stock ey @stock @stock hao @stock @stock @stock @stock,-1
@stock back to yday opening range high support bounce,1
@stock corning set to emerge from @number month base,1
@stock @number @number printed ah this baby s gonna pop tomorrow share buy back euro expansion fast growing company here,1
ed weekly triangle on @stock pdating,1
@stock target @number @number points to be made on downside start short scaling here,-1
@stock take a look at how @stock performs after touching lower bband previously,1
the most bearish thing i have seen in a week not good for the overall market at all @stock spy es f,-1
@stock all time high and on good volume just what you want to see for a sustained move,1
heard on the street the plunging value of the portfolio companies in softbank s @number billion vision fund accounts http,1
sold my amzn stocks better be flat,-1
@stock taking more off here @number @number,1
@user @stock holding above the @numberdma in a diamond pattern ooks good for higher prices imo,1
@stock attacking multi year highs entry @number @number stop @number @number,1
@stock self serving tweets re @stock s continuous slide w @stock as @stock spending for @stock s on hyperdrive @number talented people work w jony ives,1
@stock good place to lock in some profit at @number @number p @number since alert at @number @number from feb @numberth,1
@stock it s will be healty to consolidate few day around @number @number before going to @number @number,-1
unemployment rate soars to @number @number worst in @number months report http,-1
ami taking some off here,1
@user @stock always good to look at all timeframes i was looking @number @number @number and they all said something different @stock plan around that,1
bought @stock at @number @number,1
shots if red weakness is in fashion tomorrow @stock @stock @stock @stock @stock @stock @stock @stock,-1
@user opens door for @stock deal with china mobile sad they are building @numberg and not te,1
ed daily triangle on @stock open ong and short at @number @number,-1
ooking for @stock @stock soon that s my thought if i don t use my brain has worked like this most times then why mess by using my brain @stock,1
@user brokeinvestor@number i may have been wrong about that pullback @stock,1
there goes ife short,-1
@stock @number @number,1
@stock couple biotech stocks that are setting up well in various time frames j@stockzz @stock,1
owered stop in @stock to fib level @number @number,-1
c two daily bull flags on top of each other bullish still,1
@stock breaking below yest s lows below prior infliction pt low illiquid stock,-1
@stock made a quick @number min trade @number @number @number @number looks like might of jumped out too early might pass @number @number,1
@stock appears to be dragging down @stock and spy stockaction,-1
@stock remember holding @number @number is very important for break out continuation watch it i m long and will add on break of yesterdays high,1
@stock has @numberm shares @stock has @numberm shares @stock has @number @numberb shares so close to share price puts goog around @number @stock @number @stock @number,1
india among handful of countries projected to register positive growth rate amid the covid @number crisis says @stock governor,-1
seems like a good time to rehash this post about working for eric efkofsky @stock,1
@stock an update to our feb @numberth video review if it closes below @number much lower to come soon,-1
@stock you know we prefer @number @number day pullback to reverse so maybe mon or tuesday on flag break or at sup,1
india is expected to post sharp turnaround in @number @number says @stock governor quoting @stock projection,1
@stock either way it s just @number candles and back to @number next week will set the tone which way overall investor sentiment wants to take this,1
@stock kisses @number hello i am a golden god,1
tip is getting trippy boss,1
wag nice short under @number @number,-1
@stock the break of the @number @number secondary price was your obvious signal,-1
sensex nifty stage mild recovery @stock pharma shares gain banks fall http,1
eading stocks topped early in the day even as es f pushed higher elative weakness on a strong up day soda @stock @stock @stock @stock bid,-1
my spot on y u wanted to avoid @stock pre earnings w @user yahoofinance starts at @number min mark posted yesterday,-1
affy @number minute shift still long partials from yesterday @number @number level,1
@stock @stock volume compared to recently one big bull coming back will take through the resistance,1
so far so good regarding our @stock earnings strategy far too soon to call it a win though,1
mako nice cup and handle pattern stock worth @number @stock,1
@stock on short radar again will try if it cant hold @number,-1
@stock added to long,1
published @stock estimate on estimize @number @number @stock and @number @numberm evs compared to wall street s consensus,1
@stock stressesult tomorrow @number @numberpm @stock after we will have the dividend as a follow through catalyst,1
@stock stock looks bad going to retest @number @number base and go lower beware,-1
@stock i m still short,-1
bid just like @stock in dec at @number @number got destroyed bid the smart money will start buying now here @number @number range and sell it back over @number,1
@stock ioscale announced today at open compute summit for hyperscale spinning disk replacement another game changer,1
more bad @stock news they might @stock @stock @numberb not projected @number @numberb @stock @stock @stock,1
@stock q@number operational cash flow turns negative,-1
@stock stream is for sharing ideas not attacks earn from each other not direct attacks @stock to have fun but there s a limit to it bearish,-1
@user @stock next stop is @number low for today was @number this stock may be dead but follows technicals to a tee,-1
@stock consistent pattern of new highs and sell offs next one looks like the selloff,-1
@user shot @stock to @number,-1
@stock @stock @stock @stock @stock all off watchlist @stock next to @number this baby is in its prime,1
@stock still down small but put in context this still looks good,1
the harbor valueplays valueplays @stock @stock @stock @stock @stock @stock,1
i remain convinced you re either in apple stock @stock for another five years or you should have sold already there is no middle ground,1
@stock bull flag pennant from,1
@stock keep overniight mmy pos will bin premarket tmorrow too,1
@user @stock strong price vol expansion friday possibly looking for higher prices another biotech with @number levels,1
sensex rises over @number @number points nifty near @number @number oil amp gas consumer goods metal stocks lead gains sensex nifty marketupdates,1
the pay boost for blackrock @stock larry fink reflects a year where the world s largest money manager took in record i http,1
@stock vivus @stock eportedly says acquisition is inevitable talking to deal eporter at the @stock p morgan,1
investors into @stock @stock pa @stock stocks in @stockx @stockxj @stock @stockx @stock @stock @stock @stock pa and goo @stock @stock @stock @stock @stock pay @stock,1
the first major national election of the coronavirus era offers new avenues to reform korea inc http,1
@stock holding well above @stock @number @number @number this morning i believe it is a long setup,1
banks atms to remain open nirmala sitharaman denies report lenders plan to shut most branches http,1
@user the right thing to do was to stop out of @stock and flip short ther is @stock stock better nless are @stock short,-1
watch for @stock to break its downward trend line to the upside for a potential move above @number @number,1
@stock @numberst tgt @number @number @number stop,1
@stock daily few like the long call on this one but after chaos and mini sell we got oversold pwmo@number,1
@stock @user the false choice between lockdowns and the economy countries without lockdowns are in economic free fall too http,-1
record setting jobless claims and dire economic forecasts are giving fresh urgency to the debate over how rapidly c http,-1
@stock took down short exposure by @number @number,-1
@stock added some @stock mar bull straddle for @stock squeeze,-1
@stock big pop ba@stock to follow,1
took two position overnight @stock and @stock,1
@stock huntington bank aunches spartans debit card for michigan state niversity fans ong if beats @number @number stop loss @number @number,1
@stock @numberema continue to work as @stock is making lower highs in the maco sense,-1
moody s cuts india s economic growth forecast to @number @number in @number from @number @number press trust of india,-1
marriott international signed a partnership with @stock how i think it will be a genius move @stock,1
watch @stock ss on @stock,-1
@stock volume is everything posted video with sound,1
anyone can say how much svu would go even if the deal goes through @number @number not sure if much upside left,1
procter @stock breaks out today up @number @number it s one of my biggest positons with over @number portfolio share how big is procter for you,1
@stock having a hard time with @number,-1
ong @stock @number again,1
@stock groupon bear bets on over @number down move by march @numberst buying @numberk puts,-1
sensex opens @number points higher at @number @number nifty starts day above @number @number amid gains in global markets sensex nifty marketupdates,1
pat one @stock spy update,-1
markets likely to open sharply lower http,-1
@stock need @number to be taken no looking back if this is for real,1
@stock shorts should be paranoid on every close as a buyout will come @number night from aapl msft goog amzn etc dominate webtv long nflx,1
heard on the street germany s biggest lender is a long way from profitability http,-1
@stock just hitting its @number @number risk profile on quant macro view @number @number @number @number marks model base with oscillation zone still room below,-1
@stock @stock stocks are staging a remarkable two day rally but many analysts are calling the recent run a rally within a b http,1
solar stocks are ripping @stock up @number and @stock up @number and trending,1
@stock solarwinds this is houston you have cleared the tower proceed to space,1
sensex up over @number points nifty touches @number @number as markets rise @number amid volatile trade auto stocks lead gains sensex nifty marketupdates,1
@stock breaking out of it s base above the @number @number mark next key level @number @number @stock slow stochastic @stock now showing some very good strength,1
@stock i seem to be the only joker gaming a position here amongst all you speculators,1
@user @number did you check my update about @stock,1
momentum is coming back to @stock broke @stock@number resistance on solid volume friday ong set up,1
@stock from watch list gapped open has volume of @number average full day,1
heard on the street consumers are craving some delivery options more than others amid the pandemic http,-1
@stock nice flag like it over @number @number,1
@stock looks like icahn will be losing @number times of his schmuck insurance that he waged war with ackman or his total @stock profit so far,-1
@stock ook at that volume too very nice @number @number calls do it,1
@user @stock long @number @number @number @number play thru @number @number again selling half @number @number raise stop on rest,1
@user stocktiger currently long @stock,1
@user check out @stock reporters finishing up successful @stock drive from @stock to boston prob have cameras in car,1
@stock strong breakout then drifted a bit lower good action on friday more here,1
@stock confirming nicely today seeing a double bottom on the daily now pushing above the @number day moving average of @number @number good action,1
why i @stock a little more @stock today pre earnings or how to break all your own rules because of a feeling,1
@stock bear flag on daily needs to hold below @number @number,-1
@stock over @number @number then @number @number,1
@stock could test the recent highs if it breaks resistance at @number @number on strong volume,1
@stock i told you,-1
@stock bearish to downside to @number @number,-1
@stock taking more off here,1
@stock has positive fundamental trends a push through @number of a cup handle pside mid @number,1
@stock going to more hod s this is great so long under @number @number thanks for following,1
sensex soars over @number @number points to reclaim @number @number mark nifty crosses @number @number as markets bounce back sensex nifty marketupdates,1
gid like it over the high,1
@stock closed the day with a doji,1
@stock i see this one mentioned on the matrix a lot today i see why nice flag and @number ema bounce,1
@stock phase @stock statistically better than st of care morphine @numberbillion market conservative @number of mkt at @numberx sales @number stock @stock @stock,1
@stock is toast no volume free fall from here nice run while it lasted time to close some gaps,-1
@stock trying to get over @number,1
out the rest at @number @number still long @numberk shares in the @stock account @user out another @number at @number @number @number @number @stock,1
p approaching resistance area around @number @number @number,1
@stock daylight savings has screwed up the european close still @number @number hour to go,1
@stock got some @numberc march options today will leave them probably till expiration,1
nifty slumps below @number @number as markets hit @number month low amid global selloff @number things to know http,-1
@stock double top @number sma turning down,-1
@user yea but @stock in just one in my whole portfolio when you scale you always can fix the cost and ending with profits,-1
@stock posted the other day may be getting ready,1
coronavirus crisis goair decides to reduce pay across board http,-1
@stock from watch list triggered on tuesday its move today @number volume above top @stock band set stops,1
i think we ll see aapl at sub @numbers by the end of the day not saying it pins @number but i think it revisits it for sure,-1
@stock seems there is more downside pressure to come more picks at,-1
long @stock @number @number,1
another @number @number million americans filed for unemployment benefits last week bringing the total seeking aid in a month http,-1
financial markets to remain shut today for ram navami http,-1
@stock lower highs and lower lows intraday where is big near term support,-1
@stock from watch list with volume of @number ave full day slightly over line,1
@user @stock undervalued here where is the yield support,1
@stock ong setup solid @stock this morning should trigger the gap,1
@stock we are at the @number @number retrace here,1
hammer wedge worked out from last week @stock @stock to @stock @stock @stock etc,1
@stock in @number @number since there is consolidation this level we could close @number @number if market is stable in pm @stock,1
@stock looking to break out over @number @number,1
@user @stock how come the spy goes up daily and @stockl down no more growth,-1
@user @stock back to @number i guess for a pin,-1
@stock switched to @stock today,1
watching @stock today for possible breakout,1
@stock nice pop this morning moving stop up to breakeven,1
sensex closes @number points lower nifty at @number @number as markets extend losses to second straight day sensex nifty marketupdates,-1
watch @stock nice base working a bull flag could get legs to the @number day ma around @number @number on b o,1
@stock @stock apple sinks to nasdaq,-1
@stock who says utilities are boring,1
@stock daily rejected at fibextension of the bat with short ter h s wait to setup @user,-1
crude oil price rises over @number on hopes for stockpile purchases http,1
prizes for powerball will drop significantly and rise more slowly after the next jackpot making the coming days an http,-1
@stock over @number @number here looks good to go,1
@stock for a flush down,-1
@stock breakdown i m short @stock and @stock too going down,-1
china is @stock ing itself @stock,1
@stock and @numberema,-1
@stock is breaking out tiger global aised stake in groupon from @number @numberm shares to @numberm shares,1
estimates to move lower for @stock after @stock and a trend line break likely today with support at @number,-1
massive sell off @stock geat,-1
@stock we are short this one again bulls need to hold the support it is in now or the break could be significant,-1
@stock full position ong for @stock quick swing trade,1
@stock who really want a broken stock nless you have kept over @stock being trapped,-1
@stock yup i see it nice stocastic cycle,1
@stock solid buying on @stock,1
@stock pulling out of the station,1
@stock turning green bull hammer close,1
@stock take a hard look at @stock @stock settlement over patents @stock making @stock play nice with @stock makes sense,1
soon @stock will need to start offering groupons for their stock,-1
don t know squat on @stock but p flack just sent unsolicited email asking for plug his first graf touts @number gain in shares @stock on biz,-1
@stock bet @stock will be mid to high @number s,1
@user @stock has always been a name to buy when things look the ugliest,1
california water service group @stock aises annual dividend for @numberth consecutive year p @stock @number @number yield @number @number,1
saudi arabia russia outline record supply cut as demand crashes on covid @number http,-1
jpm closed @numbersma on monday u know my rules large cup n handle still bullish,1
about @number of the @stock @stock labor force has filed for jobless benefits in the last two weeks up from @number @number at the end of f http,-1
@stock sold @numberm of residential lots in summerlin in vegas in @number for jan feb @number @numberm,1
@user new jersey nevada egalize online gambling good news for zynga @stock,1
@stock wow my god,-1
@stock still acting sluggishly but not invalidating yet hanging in,1
@stock inside day we will add to long on break above our stop lives a little below @number area,1
yes bank stock set to close higher for fourth straight session http,1
@stock and @stock have been flirting major trend breaks and did this week ong both but sold some @stock pre mkt fri both should work higher,1
my setup alerts went bonkers today one of many that got triggered cup handle breakout in @stock,1
@stock coming to @number @number or wishful thinking @number @number div buys tekelec @numberrd major buy this yr,-1
did you like my @stock calls and @stock calls from last night,1
@stock read thru eps and cc nothing fancy just steady execution of a plan the best is yet to come some patience required,1
@stock may be about move back up,1
@stock @number q@number operational cash flow negative @number @number million decline of @number million vs q@number @number @number decline,-1
@stock there s only one reason why a company would move their earnings date,-1
@stock about to give some major loving,1
green weekly triangle on @stock open ong position at @number @number opening both ong and short,1
ssys voyant advisors negative report sees high risk in earnings an earnings risk @number on a scale @number to@number,-1
@stock so far so good in premarket if the averages help this could get above @number today,1
@stock nice breakout accompanied with good volume next resistance lies at @number @number @number,1
@stock breaked sma@number clear ptrend here in my radar from @number,1
@stock nice ooking cup handle with a pivot of @number @number when it breaks this resistance on volume go long,1
@stock netflix inc @stock increased debt causes concern @stock,-1
increasingly desperate small businesses are seeking help wherever they can find it filing claims totaling potentia http,1
@stock mcgraw hill companies is having a huge sell off because of the rating agency fitch has cut their ratings,-1
@stock breaking out from this saucer base like toward @number,1
@stock finally,1
@stock @number riding @numberma extended based bolly deviation@number @numberma right under room to upper bolly,1
banks shelve fundraising as coronavirus derails markets report http,-1
@stock @user @stock beautiful story from @user coronavirus forces rosa mendoza to shift from waitressing to feeding the needy @stocknd,1
@stock failed breakout,-1
@stock watch @number @number if breached get out of the way,-1
@user @stock cover your shorts unless you want to pay the dividend done and will reshort tomorrow,-1
like is said don t fight the jungle @stock,1
deere co @stock predicts slowdown in @stock farming but boom abroad,1
@stock if support broken then i won t hesitate to sell as lots of downside for now favors longs,1
china s natural gas drive may cut oil demand by a tenth euters @stock @stock f @stock @stock @stock @stock cog @stock p @stock,1
@stock europe now closed now lets bast off,1
@user the day of the @stock @stock i tripled my position at @number @stock priced at @number never touched it since probably my best stock move ever,1
@user @stock ong setup triggered,1
and just like that when no one is watching @stock too off,1
@stock @user and then there were @number a@stock amp @stock verizon and @stock mobile http,1
@stock sharing a few thoughts have a great weekend posted video,-1
@stock @numberh hold @number @number til close monday @stock @number bars and @number@stock on wednesday @number bars for the balance,1
@stock beast mode today,1
@stock bearish set up ahead of earnings @stock members i will be writing a note this evening re trade,-1
@stock from watch list gapped over line vol just @number of ave full day watching,1
moody s warns of downgrading tata motors http,-1
crude oil market set for record surplus amid coronavirus led demand slump goldman sachs http,1
@stock back over @number roll,1
is this a potential h s on with neckline @numberish,-1
@stock closed right on the money at @number @number should see @number @number tomorrow,1
@stock ripping up @number now in that one @number to @number still holding,1
@stock toppy,-1
@stock stellar move still long swing full position i believe @user @user in it @number,1
covered @number @number @number @number @stock,-1
@stock out @number @number waiting for a pullback to comeback @numberk profit,1
gid still acting well @number @number stop on rest,1
@stock short idea,-1
when you pay with plastic merchants have to pay up to banks soon some small businesses could have to pay more http,-1
i shorted @stock here with a @number @number stop,-1
wyn over @number @number,1
car insurer american family is handing out @number million in refunds as americans drive less and have fewer accidents http,1
time to all in short @stock @stock @stock @stock cloud is dead ipads now coming in @numbergb version @stock eally tim that s all you ve got,-1
@stock nice move long,1
@stock nice bounce from its @numbersma ooks ready to test the recent highs,1
@user @stock consolidation in progress yep its consolidating to @number should go to emotions anonymous take it to hard,1
@stock looking to take some off around @number should retest @number on this move,1
added to holdings in @stock bid @stock in ah also holding @stock down to @number cash,1
gid working @number @number @numberst tgt,1
@user @stock @number is too far highly unlikely crosses @number ever again will @stock more than likely now @number is next level @number watch,-1
gold demand could hit @number decade low as covid @number lockdown hits festivals weddings http,-1
@user @stock there are still better plays lots of vapour ware out there @stock @stock @stock one small wind and they are gone,1
@stock @numberw low,-1
@stock good push back above the @number day after some consolidation i also like @stock @stock @stock others,1
@user @stock shot setup posted last week would look to book gains if u played this one study,-1
@user i want to frame this post u sent me you may have been only one to read it lol ssys,-1
altria s fraught investment in e cigarette company juul labs will take even longer to redeem following a challenge http,-1
sensex ends @number @number points higher at @number @number nifty reclaims @number @number as markets gain nearly @number after four day selloff http,1
@user @stock looks like @number @number is bottom for this week nice to put that in the rear view mirror,1
es f path higher unthreatened unless @number @number support fails see resistance at @number @number @stock stocks,1
@stock trying to move into the gap,1
it s not the first time that affy has problems with their drugs,-1
@stock three back to back strong days good volume too very nice move,1
equity alpha @stock looks like great short under @number @number weak fundies overvalued weak technicals,-1
@stock i told you before the after market,-1
@user mr florida hope all is well you ve trade @stock in the past so im asking you do you like it here ooking to fill gap,1
@stock watching for a move over @number @number,1
@stock over @number @number,1
schwing bingo @stock can i please sell my feb @number @number call that i bot earlier for @number @number @stock gamblingaddict,1
student nobiano made @number roi on a @stock trade great for you sir,1
disney s new infinity game is going to be huge my take @stock @stock,1
@stock @user lockdowns solve coordination problems the alternative to enforcement could be millions independently trying to avoid infect,1
eal estate on fire this morning wit @stock and @stock @stock only up @number since the open newmomostocks,1
@stock ong @number @number trailing stop @number @number from @number prior stops of @number @number @number @number @number @number and @number @number,1
sensex ends @number points higher nifty reclaims @number @number financial @stock stocks lead gains http,1
@stock @stock @number @number from @number @number,-1
@user ask if you can @stock may @number @number ca for @number if @stock goes above @number you get @number @number per share if not you keep the @number,1
the daily @stockhot @stock @stock crude oil trading below @number near @number year lows http,-1
@stock is a good short here at @number @number p @stock too high hitting upper trendline,-1
@stock next resistance trendline and then @number go aapl go,1
@stock breaking out this am looks good earnings feb @numberth @stock,1
market wrap video additions to watch ist including @stock @stock @stock @stock @stock tat,1
ties into @user s fashology theme @stock warby parker,1
green weekly monthly triangle on @stock pdating to monthly,-1
new blog post watchlist @number @number @stock @stock @stock @stock @stock @stock @stock @stock @stock @stock @stock i @stock @stock @stock,1
@stock in oscillating range oscillators say over sold bounced on volume at pivot point contracted @stock @stockands i see a test of @number @number,1
@stock nice bullish flag buy point is as the stock breaks over @number @number,1
@stock major resistance at @number @number which is fib level and @number day @stock if you are long good luck,-1
@stock waiting patiently for the rising @number @stock and trendline missed @user short yday,-1
@stock any close above @number @number would be great could explode higher,1
@stock signs deal @stock @stock inches forward with holdings of companies in @stock @stock dig @stock @stock @stock @stock,1
@stock upper trend line,1
cook should inquire as to how many indictments goldman has faced every time he is asked for numbers walk off the stage gs aapl,1
first trade coming back from vacation hot short at @number @number stop at @number @number,-1
ast week was interesting because tiny amount of good news and huge pop on @stock everybody wants it when it takes off,1
new industry data provide the first hard look at how many americans are struggling to make rent during the coronavi http,-1
@stock volume is @stock closing above @number today will give enough fire to make a new @number week high later this week,1
market wrap video additions to watch ist including @stock @stock @stock @stock @stock @stock,1
@stock @user latest round of emergency facilities expands the federal reserve s footprint into credit markets it has previously avoid,-1
split adjusted kansas city ailroad was @number cents in @number and just @number in @number today an all time high of @number short @stock @stock hmmm,1
@stock @number weekly uptrend support becoming new resistance and bear flag in the making,-1
@stock down to near the @number @stock great group more here,1
@user @stock thanks for sharing great article,1
just kidding more legible version currently long @stock tweeted on friday,1
@stock looks like maybe a fade then pump to close oversold on @numbermin @numbermin,1
@stock looks like a possible move to @number @number no pos here,1
@stock looks an easy short,-1
for financial year @number @number if the independent directors of the company are not able to hold even one meeting then i http,-1
some worried i had gone @stock with my @number @number up call for @stock now at door step of nearly @number move,1
@stock a nice short below @number @number,-1
@stock things that make you go hmmmm,1
@stock next stop @number @number,-1
yes bank to raise up to rs @number @number crore after government led rescue http,1
@user @stock and @stock are really showing off they both look like male peacocks here @stock with @numberx volume @numberx market cap,1
@stock crosses above @number wow,1
new blog post what could go wong and what if apple is still eading the market aapl spy qqq,-1
@stock bad news keeps coming they say when it rains it pours puts paying dividends @number damnit,-1
@stock @stock subtle buy signal occurred today the set up,1
@stock trying to head higher move to @number @numberish poss,1
@stock back to shorting a few clearing @number day ma,-1
amazon to add @number @number more jobs amid coronavirus pandemic http,1
@stock yes close over @number,1
@stock hunting elephants a plan patience execution patience and more patience,-1
@stock @stock,1
ed daily triangle on @stock open ong and short at @number @number,1
@stock momentum building to the upside on watch,1
@stock next stop @number,-1
@stock @stock blowout huge dump @stock miss fed pump @stock dump,-1
@stock operational cash flow declined @number ttm vs ttm,-1
@stock how an internet trained apple analyst lost tens of millions of other peoples money,-1
@stock like this long @number short,1
for the past @number years has posted a best return @number worst return @number during the jan to mar option expiration time frame,1
@stock glad i waited until @number @numberam b@number placing close stop not hit now can breath much easier as it is up for the day,1
@stock wait for it to setup again ooks like it will retest @number @number for sure,-1
@stock @stock @stock penney tgt to @number from @number at @stockitigroup tgt to @number from @number at @stockpmorgan following earnings short @stock,-1
@stock @number nxt tgt,-1
@user check my post about @stock it is for you,-1
joining the party @user @stock is my only position not ripping today but it looks ready,1
@stock long @number @number like to base a few more days but ready if it pops,1
@stock smile of friday @stock the ast @number times tim cook has talked apple s stock has dropped,-1
@stock would start with a trade to the second line so starting over @number @number,1
@stock just let digest the news with a pullback after we should slowly rally,1
yum looks good here out of cloud with stops of either @number sma or cloud under it target of @number sma,1
gap filled time for aapl to wake up,1
@stock looking for a bounce off the @numbersma,1
@stock few i m not holding but will check out @user bullish m@stockcd cross @stock @stock @stock @stock @stock @stock @stock @stock @stock,1
short term portfolio consists of @number shorts @stock @stock and @stock ong @number stock @stock,-1
@stock we are in at @number @number per share this looks like a good one its moving up already we will sell at a @number gain stocks insidertrading,1
@user @stock good day,1
@stock onged today swing,1
somehow this reminds me of @stock @stock ackman at least did not buy call options on @stock still in big trouble fund redemptions coming imho,-1
@stock working off some overbought conditions but rising shakeout today despite market overall,1
@stock now that s a pretty short stroke forming,1
@stock this right here is why i hate stops,-1
@user sorry but only innovative thing @stock has done over last @numberyrs is change size shape memory size crappy map snippy siri,-1
@user yeah i have to think @stock is an underpriced value stock,1
@stock our software initiated a purchase at @number @number share we are looking for a quick @number @number swingtrade on this stock,1
@stock ippin good today,1
tops @stock @number @number @stock @number @number,-1
@stock @user @stock lots of bullish technical discussions tonight fundamentals have always suggested a higher price,1
whiting one of top drillers in north dakota s bakken region is the first sizable fracker to succumb to the curren,-1
we are loving the upside movement on our @stock position today great way to start the week,1
@stock was a top pick for earnings starting to breakout ook for @number @number soon,1
@stock still frustrating me but given its history i will be extraordinarily patient with a winner,1
shot @stock @number @number,-1
@stock rare to hold something that long when not working but was never invalidated either rationale and long term trend remained intact,1
@stock is planking,1
@stock setting up an awesome looking bear flag,-1
consumer inflation eases to @number @number in february http,1
investors are abandoning the market for loans in which the government doesn t shoulder the risk starving the lende http,-1
@stock today @number after my call,1
@stock @stock two trades i m looking to get involved at the close,1
@stock broke down its @numberema trendline support on increased volume and selling pressure,-1
@user @stock typical pump dump today will talk about later tonight via video,-1
@stock broke out of a consolidation range to the upside i don t see anything until the @number @number @number area,1
@stock confirming the expectation below @number @number ikely to crack here,-1
@stock there goes the kids college fund,1
owe stop in @stock to @number @number,-1
@stock long idea,1
@stock holding below @number @number makes sense on the short side,-1
@stock looking better again tradeble,1
@stock big volume today big boy involved i m in too,1
green weekly triangle on @stock pdating,-1
@stock may not be done,1
for once the odds aren t in casinos favor http,-1
after hour most advanced @stock mako @stockod @stock @stock @stock @stock @stock @stock @stock @stock @stock @stock @stock,1
@user @user so why the stock is falling can you explain the fast money worried @stock will not grow as fast so they are out,1
@stock is going to break p the down channel could run hardly if you are out better monitor that possible break,1
